FIELD,Game Result,Side Line,O/U Line,O/U_Odds
1,L,113,8.5,-123
1,L,-160,7.5,103
0,L,155,9.5,-105
0,L,166,8.5,-103
0,L,141,9.0,113
0,W,139,8.0,-106
0,W,-106,7.5,-113
0,W,197,7.0,111
0,L,170,9.0,111
0,W,161,9.0,-116
0,W,141,9.5,-110
1,W,-123,7.0,106
1,L,116,8.5,-102
1,W,113,9.5,-115
1,W,129,9.0,-104
1,L,112,9.5,105
1,W,-153,8.5,-103
0,W,223,7.5,-118
0,L,103,9.0,113
0,L,127,9.0,-108
0,L,165,9.5,-105
0,L,131,8.0,119
0,L,193,9.0,104
1,W,-102,9.5,100
1,L,107,8.5,-115
1,W,-113,9.0,-106
0,W,-106,8.5,-102
0,L,163,8.5,-112
0,W,145,9.0,102
0,W,182,9.0,113
0,L,166,9.0,-104
0,L,133,8.0,102
1,L,145,8.5,-117
1,W,128,9.0,-112
1,L,-116,7.5,114
1,L,-105,9.5,-105
1,W,101,9.5,-108
1,L,102,9.0,-116
0,L,137,8.5,-120
0,W,175,9.5,103
0,W,185,9.5,-115
1,W,110,9.5,-103
1,L,130,9.5,102
1,L,-143,8.0,-101
1,L,103,9.0,100
1,W,110,9.5,102
0,W,131,9.0,-113
0,W,127,9.0,111
0,L,-140,7.5,-125
0,W,122,9.0,-109
1,W,-104,9.0,-122
1,L,130,8.0,100
1,W,117,9.0,-109
1,W,-192,8.0,-112
1,L,101,9.0,109
1,L,-117,9.0,108
0,L,153,9.5,105
0,L,188,9.5,-116
0,L,102,8.0,-105
0,L,134,9.5,-115
0,L,135,9.0,107
0,L,164,9.0,-105
0,L,136,8.0,-118
0,W,260,9.0,-101
0,W,242,9.5,-107
0,L,215,8.5,-113
1,L,109,9.5,102
1,L,-196,7.5,-111
1,W,154,7.5,-113
1,W,128,9.0,101
1,L,100,10.0,-124
1,L,122,10.0,-109
0,W,104,7.5,-114
0,L,136,9.0,102
0,L,107,9.5,109
0,W,171,9.5,114
0,L,171,9.5,-108
0,L,126,7.5,-104
0,W,167,9.5,102
0,L,108,9.5,102
0,W,169,8.0,-123
1,L,152,9.0,-107
1,L,101,7.0,-113
1,W,142,9.5,-107
1,L,-118,9.0,-120
1,W,117,8.5,-110
1,L,-120,7.0,104
0,L,166,9.0,110
1,L,110,9.0,-108
1,L,136,7.5,105
1,L,-122,8.5,-105
1,W,-109,7.5,-104
1,L,-124,8.5,-107
1,L,-160,8.0,101
0,W,105,8.5,-105
0,L,-122,9.5,104
0,L,-117,8.5,-111
0,L,111,8.5,-114
0,L,101,8.5,-119
0,L,150,7.5,-105
1,W,-106,8.0,-119
1,W,-140,7.5,-119
1,W,-183,8.5,-105
1,L,-198,7.5,108
1,W,-128,8.0,-128
1,L,-107,7.5,-108
0,W,101,8.5,-118
0,W,-105,8.5,-110
0,W,102,8.0,-110
0,W,-131,9.0,-126
0,W,-111,9.0,101
0,L,-134,8.5,-116
1,W,-156,7.5,-126
1,W,-280,8.0,-116
1,W,-195,8.5,-120
1,W,116,8.5,109
1,W,-104,7.5,102
1,W,104,9.5,-104
1,L,-113,7.5,118
1,W,-137,7.0,106
1,W,-167,8.5,-106
0,L,-142,8.0,-113
0,W,-106,8.5,-102
0,W,-115,7.0,-113
0,W,136,7.5,-111
0,L,141,8.5,102
0,L,138,8.5,-101
0,L,136,10.5,106
1,W,-115,7.5,103
1,L,-187,9.5,104
1,W,-130,8.0,-123
1,L,-155,8.0,-117
1,W,-146,7.0,-127
1,W,-122,7.5,-101
1,W,-151,8.5,-119
1,W,-128,8.0,104
1,W,-150,8.0,-101
0,W,112,7.5,110
0,L,159,9.5,-104
0,W,-111,9.0,-103
0,W,-147,9.5,-105
0,W,-134,8.0,-120
0,L,-167,8.0,-116
0,W,140,8.5,-116
0,W,171,8.0,-101
0,L,148,8.0,-123
0,L,114,8.0,-106
1,W,-296,8.5,-103
1,W,-116,7.5,-104
0,W,-130,9.5,-101
0,W,-148,9.0,-109
0,W,101,7.5,110
0,W,-115,9.5,101
0,L,-130,9.5,100
0,W,-145,9.0,-105
1,W,-196,8.0,-107
1,L,-175,9.5,-116
1,L,-192,9.0,-104
1,W,-105,9.5,-103
1,W,-146,8.5,107
1,W,-132,8.0,100
1,L,-115,8.5,-110
0,L,129,9.5,-121
0,L,126,7.5,-110
0,L,101,9.0,-112
0,W,-124,9.5,100
1,L,106,9.5,-103
1,L,-143,8.5,-121
1,W,111,8.0,-102
1,L,-111,8.0,-116
1,W,-137,9.0,-109
1,W,-140,9.5,-117
1,L,-169,8.0,-109
0,L,-101,8.0,-105
0,W,120,7.5,-108
0,L,110,8.0,-103
0,L,149,8.5,-108
0,L,-135,8.5,-105
0,L,-128,9.0,-113
0,W,188,8.0,103
0,W,150,9.5,112
0,L,124,10.5,100
1,L,102,7.0,-113
1,W,-138,9.0,-120
1,W,-154,9.0,102
1,L,-136,8.5,100
1,L,-115,9.5,-102
1,W,-147,8.0,-102
1,L,-194,9.0,113
1,W,-177,9.0,-104
1,W,-141,8.0,102
0,L,144,8.0,-108
0,W,-113,7.5,107
0,W,100,7.5,100
0,L,122,7.0,101
0,L,126,7.0,-110
0,W,-122,7.0,-129
1,W,-132,8.5,113
1,W,-119,8.5,-118
1,W,-122,9.0,-121
1,W,101,9.0,-111
1,L,-133,8.5,-121
1,L,-104,9.5,-105
1,L,-185,10.0,-121
1,W,-123,9.0,-114
1,W,-168,9.5,-120
0,L,111,9.5,-106
0,L,109,8.0,-115
0,W,-108,9.5,-103
0,W,128,10.5,110
0,L,123,9.0,101
0,L,156,9.0,-114
1,W,-140,8.0,-110
1,L,-177,9.0,-124
1,W,-147,8.5,111
1,W,-175,8.5,-103
1,L,-223,8.0,-105
1,L,-202,9.5,-116
1,W,-146,10.0,-126
1,W,-133,9.5,109
1,W,-133,9.0,113
0,W,-153,8.5,-103
0,L,107,10.0,-110
0,W,-113,9.0,-114
0,L,-123,9.5,-108
0,L,103,8.5,110
0,W,-102,8.5,-111
0,L,-136,9.0,101
0,W,-106,10.0,-124
0,W,-130,10.0,-109
1,W,-161,8.5,-103
1,W,-151,9.5,-101
1,L,-182,9.5,114
1,W,-182,9.5,-108
1,W,-134,7.5,-104
1,W,-119,9.5,102
1,W,120,9.0,-114
0,L,119,8.5,-110
0,W,-137,9.5,-108
0,W,103,8.0,-112
0,W,113,9.5,103
0,W,125,9.5,-101
0,W,131,10.0,-111
0,L,-118,8.0,-109
0,W,-101,7.0,-105
0,W,129,8.0,100
0,W,155,7.5,-125
0,L,135,6.5,106
0,W,152,6.5,106
0,W,122,6.5,-116
1,L,122,8.0,-104
1,W,152,7.5,-104
1,L,164,11.5,-115
1,L,-113,12.5,-110
1,W,110,8.0,-117
1,L,115,8.5,101
0,W,119,9.5,111
0,W,149,8.5,-116
0,W,-106,8.0,-116
0,W,159,7.0,-101
0,W,201,7.0,-108
0,W,205,9.0,-123
0,L,183,8.5,-117
0,W,107,8.5,-121
0,W,113,9.0,-111
1,L,-116,7.5,-123
1,L,-125,11.0,101
1,W,111,12.5,125
1,L,-149,9.0,-110
1,W,-134,8.5,100
1,W,-105,10.0,-101
1,W,-155,10.5,-121
1,L,-191,10.5,105
1,W,-152,9.5,-123
0,L,186,9.0,-107
0,W,175,8.5,-109
0,L,152,8.5,-103
0,W,-107,8.5,-120
0,W,122,8.5,-109
0,W,159,8.5,-115
1,L,121,7.5,-113
1,W,146,7.5,106
1,L,121,10.5,-113
1,L,131,9.5,-105
1,L,108,9.0,105
1,L,103,9.0,102
0,W,129,8.5,-113
0,W,224,7.5,108
0,L,167,7.0,-107
0,L,154,7.5,113
0,W,185,6.5,-110
0,L,153,7.5,106
1,L,117,11.5,-105
1,L,-109,9.0,105
1,L,109,8.5,-109
1,W,-143,9.0,107
1,L,-109,9.5,108
1,L,106,8.0,-114
0,L,141,9.0,-121
0,L,146,9.0,-116
0,L,121,9.0,-102
0,L,-137,7.5,-104
0,W,-128,9.0,-113
1,L,116,6.5,-122
1,W,-128,12.0,-107
1,W,-163,12.0,113
1,L,-174,7.5,-104
1,W,-229,9.0,103
1,L,-159,8.0,101
1,W,161,7.5,103
1,L,107,9.0,-107
1,W,-127,10.0,103
1,W,-132,8.5,109
0,L,136,7.5,-128
0,W,132,8.0,-114
0,L,144,7.0,-102
0,L,169,7.0,-134
0,W,101,9.0,120
0,W,-107,9.5,-101
0,W,116,9.0,-102
1,L,-130,11.0,-118
1,W,108,9.0,-115
1,L,-139,9.0,-104
1,L,-133,8.0,-111
1,L,-172,9.0,-126
1,W,-195,7.5,-105
1,L,-181,8.0,-102
0,W,130,7.5,-117
0,L,123,9.0,-128
0,L,148,8.5,-118
0,W,148,6.5,-107
0,L,167,6.5,-113
0,L,-104,7.0,-109
1,W,-140,9.0,-102
1,L,-103,9.0,106
1,L,-122,11.5,-105
1,W,-126,8.5,-118
1,L,-123,8.5,106
1,W,-137,8.5,-117
1,L,-148,8.5,107
1,L,-108,10.5,-109
0,L,-130,8.5,-111
0,W,-104,8.5,-115
0,L,146,7.5,-105
0,W,-147,8.5,-117
0,L,-116,7.5,-104
0,W,106,6.5,-107
0,L,-122,8.0,-116
0,L,-146,8.5,-117
0,L,-130,8.5,-105
1,L,106,7.0,-109
1,W,-127,8.5,107
1,L,102,6.5,101
1,W,-113,7.0,-101
1,L,-107,7.5,-104
1,W,-107,7.5,-109
0,W,172,9.5,-104
0,W,136,9.5,-121
0,L,158,9.5,-114
0,W,123,9.5,-118
1,W,-121,7.5,100
1,W,-200,7.5,-102
1,L,-212,7.5,-109
1,L,-199,10.0,-120
1,W,-113,8.0,108
1,L,-123,8.5,-115
1,L,-151,9.0,-112
0,L,-102,8.5,-110
0,W,118,9.0,-102
0,L,-190,8.5,-114
0,L,-151,9.0,-121
0,L,-149,8.0,107
1,W,-134,10.0,101
1,W,105,11.0,101
1,W,-160,14.5,-104
1,L,-151,13.0,-115
1,L,-205,8.0,107
1,L,-160,8.0,-107
1,W,-149,8.0,-110
0,W,108,8.5,-120
0,W,100,9.0,-118
0,W,100,8.5,-120
0,L,-102,8.0,-109
0,L,-135,8.0,-106
1,L,-188,7.0,101
1,L,-139,7.5,-134
1,L,-161,11.5,-121
1,W,-137,10.5,101
1,W,-163,9.0,-109
0,L,-110,9.0,-109
0,W,-103,8.5,-106
0,W,164,8.0,-116
0,L,135,8.0,100
0,L,117,8.5,101
1,L,120,7.5,105
0,L,175,7.5,-106
0,L,188,7.0,-109
1,W,-101,8.5,-120
1,W,-116,8.0,-123
1,L,-151,8.5,102
1,W,-137,7.5,101
1,L,-105,7.5,-111
1,W,-160,7.5,-115
0,W,118,7.0,-117
0,L,-103,8.0,106
0,W,-120,8.5,-101
0,W,-102,8.5,100
0,W,-129,8.0,-108
0,L,-104,7.0,102
1,L,-172,9.0,-115
1,W,-175,9.0,-109
1,L,-149,8.0,-121
1,W,-167,8.5,107
1,L,-240,9.0,-115
1,W,-212,8.5,100
0,L,118,8.5,-110
0,L,110,10.0,100
0,L,127,9.0,-107
0,L,180,8.5,-117
0,L,158,7.5,-110
0,L,125,7.5,-109
1,W,-160,9.5,-103
1,W,102,9.0,-109
1,W,-140,9.5,-118
1,W,-199,9.0,-107
1,L,-187,8.5,-109
1,W,-162,8.5,-103
0,W,109,7.5,-111
0,L,105,7.5,-105
0,L,124,7.5,-123
0,L,106,7.0,-107
0,W,-106,8.0,-102
0,W,-130,9.0,-106
0,W,-123,9.5,-103
0,W,-101,9.0,-106
1,W,-120,9.5,-121
1,W,-168,9.5,104
1,W,123,7.5,100
1,L,116,7.5,-110
1,L,-130,8.5,-119
1,L,127,7.5,-117
0,W,-124,11.5,-105
0,W,103,9.0,105
0,W,-116,8.5,-109
0,W,-153,7.5,-114
0,L,-124,8.0,102
0,W,-138,7.5,100
1,W,110,8.5,-108
1,W,-106,8.5,100
1,L,-128,8.5,105
0,W,-115,8.5,-104
0,W,147,7.5,-103
0,L,-103,9.0,-119
0,L,-121,8.5,-111
0,W,101,6.5,-121
0,W,-140,8.0,-106
1,L,-173,8.5,-110
1,L,113,7.0,-101
1,W,-175,9.0,-123
1,L,-145,8.5,-104
1,W,-116,8.5,-117
1,W,-124,8.5,105
0,L,163,9.0,-113
0,L,187,7.5,-111
0,L,106,9.5,116
0,L,-109,9.5,-134
0,W,115,8.5,-116
0,L,134,8.5,-119
0,W,146,8.5,110
0,W,122,11.0,-118
0,L,-115,9.0,-115
0,W,131,9.0,-104
0,W,125,8.0,-111
1,W,142,7.5,-116
1,L,-120,9.5,-105
1,W,-124,9.5,105
1,L,-169,9.5,-107
1,W,-134,9.5,-108
1,W,-193,9.5,-102
0,W,-109,8.5,-107
0,W,119,7.5,102
0,W,127,7.5,-113
0,L,-120,8.5,102
0,L,171,7.0,111
0,L,141,6.5,111
1,W,-123,9.0,101
1,L,111,8.5,100
1,L,111,9.0,104
1,L,100,8.5,-102
1,W,-174,8.5,-112
1,L,-154,9.0,102
1,W,-190,8.5,-125
1,W,-118,8.0,-115
1,L,107,8.5,-103
1,L,-139,8.0,-108
0,W,-134,9.0,-110
0,L,-113,8.5,104
0,L,195,8.0,-102
0,W,108,8.0,-109
0,L,149,7.5,-110
1,L,-193,8.5,-103
1,W,-167,9.0,-102
1,W,-129,8.5,-106
1,W,-167,8.0,-103
1,W,-170,9.0,-113
1,L,-164,8.5,100
1,W,-178,9.5,108
0,L,-128,9.5,-105
0,W,-102,8.5,105
0,W,-108,9.0,-102
0,L,154,7.5,109
0,L,111,8.5,-106
1,W,-133,9.5,-115
1,W,-102,8.0,100
1,W,113,8.0,-114
1,W,130,7.5,-101
1,L,113,8.5,-110
0,W,105,9.0,-111
0,W,-118,8.5,110
0,W,-113,8.5,-103
1,W,-104,8.5,-110
1,L,-125,9.0,-102
1,W,-116,8.5,-105
1,W,-149,9.5,-103
0,L,209,7.5,-104
0,W,190,8.0,102
0,W,151,7.5,113
0,W,-104,9.0,-105
0,W,121,9.0,-124
1,L,-111,9.0,-113
1,L,-126,8.0,-113
1,W,110,10.0,-102
1,L,136,8.5,-105
1,W,126,9.5,105
0,L,-131,8.5,-101
0,L,119,8.0,-106
0,L,139,8.0,-105
0,L,129,9.0,113
0,W,109,9.0,-105
0,W,127,7.5,-107
1,W,104,9.0,-109
1,L,-103,8.5,-106
1,W,-109,9.0,112
1,L,136,8.5,-105
1,L,131,7.5,102
0,L,-105,8.5,-120
0,L,109,8.0,-123
0,W,142,8.5,102
0,W,112,8.0,-117
0,W,139,8.0,-113
0,W,-118,8.0,110
0,L,113,8.0,102
1,W,-155,9.0,-127
1,L,-146,9.0,-113
1,W,-153,10.5,-108
1,W,-173,7.5,-103
1,W,-103,8.0,106
1,L,113,8.5,-101
1,L,-104,8.5,100
0,L,136,8.0,-119
0,W,131,6.5,103
0,W,126,7.5,102
0,W,125,7.5,-126
0,L,108,7.5,-103
0,L,128,7.5,100
1,W,-195,8.5,-117
1,L,-114,8.5,-121
1,L,-120,9.0,-111
1,W,121,8.5,-102
1,W,-121,9.5,-109
1,L,-124,8.5,-113
0,W,141,9.5,-105
0,L,258,7.5,-124
0,L,209,8.5,109
0,L,150,9.5,-103
0,L,-108,9.0,-109
0,L,132,9.5,-118
1,W,-162,9.5,101
1,W,-162,8.5,-127
1,W,-165,8.5,-110
1,L,-169,8.5,-103
1,L,-102,8.0,-109
1,L,114,8.5,-111
1,L,118,9.0,-110
1,W,103,9.0,102
1,W,-149,8.0,-115
0,W,251,7.5,-118
0,W,169,9.0,-110
0,L,236,9.0,104
0,W,136,10.5,-110
1,W,-150,9.5,-113
1,L,-120,9.0,-117
1,L,-132,9.0,-113
1,L,-131,9.5,105
1,W,-240,8.0,-115
1,W,-133,8.0,-101
1,W,-123,8.0,-111
0,L,135,9.0,107
0,W,103,9.5,108
0,W,-113,8.0,-114
0,L,-125,9.0,105
0,L,103,8.0,100
0,L,-113,9.0,-103
1,L,108,8.5,-104
1,L,-156,7.5,-103
1,W,-103,9.0,-119
1,W,-146,9.5,106
1,W,-128,9.5,-118
1,W,-141,9.5,103
0,W,-151,8.0,-102
0,L,-132,8.5,-110
0,L,-121,9.0,113
0,W,-113,9.5,-116
0,L,165,9.0,105
0,W,183,8.0,-102
0,W,164,8.5,111
0,L,164,8.5,-111
1,W,-180,9.5,101
1,W,-163,9.5,-115
1,L,-110,9.0,111
1,L,118,8.0,-116
1,L,-136,8.5,101
1,L,-110,9.0,-118
0,L,146,6.5,-123
0,W,179,8.0,-111
0,L,152,8.5,107
0,W,127,9.5,-118
1,L,-149,9.0,-118
1,W,-217,7.5,-110
1,L,-188,8.5,-110
1,W,-115,8.5,-109
1,W,-160,9.5,-107
1,W,-159,8.5,-108
1,W,127,8.5,-105
1,W,121,9.0,-113
0,W,115,10.5,-102
0,L,106,8.5,-111
0,L,147,9.5,-111
0,L,136,9.5,-121
0,W,173,9.5,-120
0,W,131,10.0,-116
1,L,-133,8.0,-111
1,L,-109,10.5,-110
1,W,-101,9.5,-110
1,W,122,8.5,-111
1,L,-102,8.5,-115
1,W,-155,7.5,-105
0,W,176,8.5,101
0,L,132,9.5,102
0,L,235,8.0,-111
0,W,-116,8.5,-102
0,L,140,9.0,101
0,L,117,9.5,-115
1,L,-138,10.0,-103
1,W,-122,10.0,-106
1,W,-116,7.5,-105
1,W,-124,9.0,-116
1,L,-105,8.0,-110
1,W,-159,9.5,-123
0,W,173,10.0,-121
0,L,116,9.0,-114
0,L,158,9.5,-120
0,W,-110,9.0,-124
0,L,-132,9.0,-111
0,L,125,9.5,-115
0,L,-104,8.0,100
1,L,139,10.0,-121
1,L,104,9.5,-115
1,L,-126,9.5,-113
1,L,-164,8.5,101
1,L,120,9.0,102
1,L,123,8.5,-107
0,W,132,10.5,102
0,W,-109,10.5,-126
0,W,-126,10.0,103
0,L,122,9.5,116
0,W,153,9.0,107
0,W,165,8.5,-107
0,L,-107,7.5,110
0,W,-121,7.0,102
0,L,124,7.5,-105
0,L,126,7.0,-125
1,L,-144,9.5,102
1,L,-215,9.5,-105
1,W,-203,8.5,-110
1,L,-115,8.5,-120
1,L,-106,9.0,-118
0,W,-159,9.0,-102
0,W,-127,8.5,-101
0,W,110,9.5,103
0,L,-151,10.0,111
0,L,-142,9.5,-105
0,W,151,11.5,-121
0,L,129,10.5,101
0,L,153,9.0,-109
1,W,129,7.0,-120
1,L,-148,8.5,-113
1,L,-106,9.5,-106
1,W,-154,9.0,102
1,L,-101,7.5,110
0,L,171,8.5,-101
0,L,120,9.5,-123
0,W,139,9.5,-125
0,L,162,8.5,-117
0,L,-106,8.5,-121
0,L,141,9.0,-101
1,W,-113,7.5,-103
1,W,-103,8.0,101
1,L,-113,7.0,-112
1,L,-122,8.5,-120
1,W,109,9.5,108
1,W,130,8.5,-115
1,W,124,8.0,-110
1,W,-122,8.0,105
1,W,106,7.5,-108
0,L,144,8.0,102
0,L,173,7.5,101
0,L,147,7.5,-107
0,W,224,9.0,-115
0,L,198,8.5,100
1,L,142,8.5,103
1,W,176,7.5,-102
1,W,186,8.0,-101
1,L,-101,9.5,-133
1,L,-105,8.5,107
1,W,-111,8.5,-111
0,L,146,10.5,-121
0,W,179,10.5,105
0,L,143,9.5,-123
0,L,152,9.5,101
0,L,152,8.5,-127
0,L,155,8.5,-110
1,W,159,8.5,108
1,L,105,8.5,-102
1,W,145,7.5,-110
1,L,104,7.5,104
1,L,114,8.0,-115
1,L,-104,8.5,109
1,L,153,7.0,-101
1,L,124,8.0,101
1,W,103,8.5,111
0,L,140,8.0,-103
0,L,127,8.5,-110
0,L,143,7.5,-104
0,L,187,7.0,107
0,L,170,7.0,109
0,L,186,7.0,107
1,L,101,9.0,-104
1,W,133,8.0,-102
1,L,124,7.5,-104
1,W,144,8.5,102
1,L,144,7.5,-114
1,W,117,8.0,102
1,L,130,7.5,100
0,L,281,7.0,101
0,L,171,9.0,-125
0,L,272,7.5,-123
0,L,237,8.5,-111
0,W,196,9.5,-109
0,W,192,9.0,103
1,L,127,8.5,-113
1,L,161,7.5,-101
1,L,104,8.5,-117
1,L,142,8.0,-102
1,W,124,8.5,-110
1,W,114,9.0,113
1,L,106,9.5,-116
1,W,122,7.0,-116
1,W,-130,8.0,106
1,L,100,8.0,-123
0,L,169,9.5,101
0,L,153,9.5,-115
0,L,161,7.0,101
1,W,125,8.5,101
1,L,102,8.0,110
1,W,133,8.5,-119
1,W,168,8.5,-111
0,W,161,9.0,-126
0,L,183,7.5,-105
0,W,170,8.0,-102
0,L,216,8.5,-117
0,L,210,8.5,106
0,L,164,8.0,104
0,L,252,10.5,-105
0,L,166,10.0,-113
0,L,222,10.5,101
1,W,118,8.5,100
1,W,-118,9.0,-105
1,L,-118,8.0,-123
1,L,113,8.5,107
1,L,127,7.5,-107
1,L,110,8.5,101
0,L,176,9.0,101
0,L,164,9.0,-130
0,L,139,8.5,-102
0,L,129,9.0,112
0,L,187,8.5,100
1,L,138,8.5,-117
1,L,155,7.0,-110
1,W,-125,8.0,-118
1,L,109,7.5,-106
1,W,137,8.5,-117
1,W,122,8.5,-105
0,L,156,8.5,-118
0,L,160,8.5,-104
0,L,157,8.0,-103
0,L,160,9.0,-113
0,W,154,8.5,100
0,L,167,9.5,108
1,W,119,8.5,-128
1,L,136,9.0,-120
1,L,139,8.5,-111
1,L,104,9.0,-124
1,W,124,9.0,-111
0,W,287,8.0,-107
0,L,173,10.0,115
0,L,187,7.5,-102
0,W,198,7.5,-109
0,W,186,10.0,-120
1,L,-111,9.0,-111
1,L,111,8.5,110
1,L,106,8.5,-103
1,L,168,7.5,-110
1,W,164,8.0,105
1,L,170,8.0,-105
1,W,178,8.5,-114
1,W,142,9.0,-121
1,W,140,8.0,107
0,L,219,8.5,101
0,L,161,8.5,-104
0,L,228,8.5,-113
0,W,261,8.5,-108
0,W,136,9.5,102
0,W,201,9.5,-105
0,L,190,8.5,-110
0,L,140,9.0,102
0,L,165,9.0,-126
0,L,146,7.5,105
1,L,149,9.0,-102
1,L,120,8.5,-101
1,W,123,8.5,-101
1,W,-126,8.0,-106
0,L,168,8.5,100
0,W,180,7.5,-113
0,L,172,8.5,-106
0,L,182,9.5,103
0,W,228,8.5,101
0,L,155,9.5,-106
1,L,133,8.0,-106
1,W,158,8.0,107
1,W,113,8.5,-103
1,W,-115,8.5,-117
1,W,155,8.0,-116
1,W,-115,7.5,-108
1,W,-170,7.5,-107
1,W,100,8.5,-121
1,W,-150,9.0,-101
0,W,-130,8.0,-104
0,L,-162,7.5,-104
0,W,-175,11.5,-115
0,W,115,8.5,-120
0,L,-116,9.5,108
0,L,-138,8.5,-115
0,L,-156,8.0,105
1,W,-166,7.5,-116
1,L,102,9.0,-105
1,W,136,7.5,104
1,W,-125,7.5,-105
1,L,-169,7.0,-101
1,L,-215,7.0,-108
1,L,-219,9.0,-123
0,W,204,8.5,-103
0,L,130,8.0,100
0,L,-118,7.5,100
0,W,-106,7.0,112
0,L,-128,8.5,-102
0,L,114,9.5,-109
0,W,117,8.5,-113
1,W,-168,7.5,-110
1,W,-133,7.5,-109
0,L,110,8.5,104
0,L,-135,6.5,-108
0,L,-123,7.5,-106
0,L,-170,7.5,-104
0,L,-104,9.0,104
0,W,-147,8.5,-102
0,L,-170,7.5,-102
0,L,-169,8.5,108
0,W,-111,8.5,-102
1,W,-145,8.0,-108
1,W,-145,7.0,-119
1,L,-145,8.0,102
1,L,-270,7.5,-118
1,L,-180,9.0,-110
1,L,-137,8.5,-113
1,L,-240,7.5,108
0,W,-123,7.5,-110
0,W,122,8.5,-119
0,W,-135,7.5,-117
0,L,152,6.5,-107
0,W,-124,6.5,-108
1,W,-228,7.0,-117
1,L,-219,7.5,-128
1,L,-165,7.5,111
1,W,-304,7.0,101
1,W,-182,9.0,-125
1,W,-294,7.5,-123
0,L,138,8.5,-112
0,W,127,6.5,-130
0,L,-145,7.0,-110
0,W,-123,6.5,-122
0,L,121,12.0,-107
0,L,153,12.0,113
1,L,-159,7.0,-107
1,W,-142,8.5,-101
1,W,-112,9.0,102
1,W,-161,7.5,-113
1,W,-130,7.5,-106
1,W,-124,7.0,-116
0,W,109,8.5,-110
0,L,122,9.0,101
0,W,-177,7.0,-110
0,L,131,7.5,-117
0,L,-106,8.5,106
0,L,131,9.5,-101
1,W,-155,6.5,-123
1,L,-191,8.0,-111
1,W,-162,8.5,107
1,L,-135,9.5,-118
1,L,-140,9.5,-102
1,W,-310,8.5,103
1,W,-170,7.0,-107
0,L,-137,9.0,-104
0,W,-119,9.5,105
0,L,144,8.5,-103
0,L,-130,7.5,-118
0,W,-106,7.5,-121
0,W,-102,8.0,-114
1,L,-105,9.0,-110
1,W,-219,7.5,-134
1,W,-238,8.0,103
1,L,-189,7.5,-103
1,W,-167,9.5,-105
1,W,-280,7.5,-107
0,L,-136,8.5,100
0,L,143,9.5,-108
0,W,-148,9.5,107
0,L,-111,6.5,103
0,L,-123,7.0,-101
0,L,134,8.5,-102
1,L,-188,8.5,101
1,W,-140,9.5,102
1,W,-208,8.0,-102
1,L,-115,8.0,-109
1,W,-159,7.5,-110
0,W,-113,7.0,-109
0,L,120,8.5,107
0,W,-108,6.5,101
0,W,109,7.0,-108
0,L,-136,6.5,-102
0,L,-137,6.5,-105
1,W,-139,7.0,-102
1,L,-140,9.0,104
1,W,-131,8.0,-103
1,W,-224,7.5,-102
1,L,-166,7.5,-107
1,W,-255,7.5,-103
1,W,-156,8.5,105
0,L,-120,8.0,-114
0,L,-138,7.5,-101
0,W,-120,8.5,-110
1,L,-321,7.5,-109
1,L,-178,8.0,-114
1,L,-235,7.5,-128
0,W,-179,7.5,-110
0,L,-175,8.0,105
0,W,-181,8.0,-105
0,L,204,8.0,100
0,L,-118,10.0,-115
0,L,100,8.5,102
0,W,-113,9.5,104
1,W,-224,7.5,-104
1,L,-203,8.0,102
1,W,-165,7.0,-108
1,W,-151,8.5,102
1,W,-175,7.5,-124
1,W,101,8.0,102
0,W,-114,7.5,100
0,L,-155,7.0,122
0,L,140,6.5,117
0,W,-136,8.5,-108
0,L,140,8.5,-108
0,W,-125,10.0,-114
1,W,-275,7.5,105
1,L,-111,7.5,-104
1,W,-225,8.5,104
1,L,-213,8.5,-113
1,W,-230,8.5,-109
1,W,-212,7.0,-111
0,L,-137,7.0,-120
0,W,139,8.5,-113
0,W,100,9.5,-106
0,L,103,9.0,112
0,W,-144,8.5,-105
0,W,-139,7.5,102
1,W,111,8.0,-109
1,L,-105,7.0,-105
1,L,-137,8.0,100
0,L,129,7.5,101
0,W,-101,7.5,-111
0,L,150,7.5,-115
0,L,106,7.5,-103
0,L,-103,8.0,101
0,W,106,7.0,-112
0,L,110,8.5,116
0,L,-111,8.0,-116
0,L,104,7.5,100
0,W,123,8.0,111
1,L,122,8.0,-108
1,W,-102,7.0,102
1,L,-133,7.5,-126
1,W,-115,7.5,-103
1,W,-136,7.5,100
1,W,-124,8.0,-110
1,L,-146,7.5,120
1,L,-103,7.0,-117
1,W,109,7.5,-127
0,W,109,7.5,-123
0,W,118,11.0,101
0,L,-118,12.5,125
0,W,100,9.0,-106
0,W,125,9.5,103
0,L,136,8.0,-113
1,W,-117,8.5,104
1,W,127,6.5,-108
1,W,116,7.5,-106
0,L,155,7.5,-115
0,W,161,6.5,-115
0,L,132,7.0,103
0,W,156,8.5,105
0,W,313,7.0,108
0,W,251,7.5,104
0,W,164,8.5,-118
0,W,112,9.0,-120
0,L,124,8.0,100
0,L,167,7.5,-115
1,W,-133,8.5,-118
1,L,-108,7.0,109
1,W,148,7.5,-116
1,L,-117,7.5,-102
1,W,-149,8.0,-103
1,W,-135,8.5,-110
1,W,-152,7.5,-104
1,L,118,7.0,-107
1,L,136,8.0,-110
1,W,122,8.5,-105
0,L,224,8.0,-115
0,L,125,8.0,-101
